title,author,series,publisher,year_published,genre,votes,awards,average_rating,rating_count,review_count,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
The Journal of a Disappointed Man,['W.N.P. Barbellion'],Standalone,Penguin Classics,1919,"['Nonfiction', 'Biography', 'Autobiography-Memoir', 'Biography Memoir', 'European Literature-British Literature', 'Diary', 'Literature-English Literature', 'History', 'Classics', 'Environment-Nature']","[25, 18, 13, 4, 3, 3, 3, 2, 2, 2]",['No awards'],4.09,448,56,183,158,79,19,9
The Way of the Warrior,['Chris Bradford'],(Young Samurai #1),Hyperion Book CH,2008,"['Historical-Historical Fiction', 'Fantasy', 'Young Adult', 'Adventure', 'Historical', 'Cultural-Japan', 'Fiction']","[123, 78, 76, 58, 48, 34, 32]",['Carnegie Medal Nominee (2009)'],4.22,6584,466,3032,2303,995,179,75
Jeesuksesta,['Jonas Gardell'],Standalone,Johnny Kniga,2009,"['Nonfiction', 'Religion', 'Religion-Christianity', 'Religion-Theology', 'Spirituality']","[12, 6, 4, 3, 2]",['No awards'],3.64,179,13,30,73,61,11,4
Silence,"['Shūsaku Endō', ' William Johnston']",Standalone,Taplinger Publishing Company,1966,"['Fiction', 'Historical-Historical Fiction', 'Cultural-Japan', 'Religion', 'Asian Literature-Japanese Literature', 'Classics', 'Literature', 'Historical', 'Novels', 'Cultural-Asia']","[1111, 666, 490, 277, 241, 185, 144, 133, 127, 112]",['Tanizaki Prize 谷崎潤一郎賞 (1966)'],4.08,23568,3087,8732,9460,4193,996,187
The Brontës,"['Juliet Barker', ' Pamela Norris']",Standalone,Weidenfeld & Nicolson,1994,"['Biography', 'Nonfiction', 'History', 'Biography Memoir']","[269, 192, 76, 29]",['No awards'],4.19,3228,222,1426,1159,511,88,44
The Fall of Arthur,"['J.R.R. Tolkien', ' Christopher Tolkien']",Standalone,HarperCollins,2013,"['Fantasy', 'Poetry', 'Fiction', 'Mythology-Arthurian', 'Classics', 'Historical-Historical Fiction']","[391, 305, 139, 116, 92, 78]",['Goodreads Choice Award for Poetry (2013)'],3.81,6066,449,1901,1992,1527,394,252
A Clockwork Orange,['Anthony Burgess'],Standalone,W. W. Norton & Company,1962,"['Classics', 'Fiction', 'Science Fiction', 'Science Fiction-Dystopia']","[7721, 6491, 2609, 2122]",['Prometheus Hall of Fame Award (2008)'],3.99,581227,13295,217747,209183,105402,30484,18411
Война и мир. Том 2,['Leo Tolstoy'],"(War and Peace, 4 Volumes #2)",Общественное достояние,1865,"['Classics', 'Fiction', 'Cultural-Russia', 'Literature-Russian Literature']","[81, 41, 19, 16]",['No awards'],4.41,2384,154,1377,701,230,55,21
Autumn's Flame,['Denise Domning'],(The Graistan Chronicles #4),Topaz,1995,"['Romance-Historical Romance', 'Romance', 'Historical-Medieval', 'Historical', 'Historical-Historical Fiction']","[53, 50, 32, 25, 23]",['No awards'],3.9,954,71,294,366,221,49,24
Stories I Only Tell My Friends,['Rob Lowe'],Standalone,Henry Holt and Co.,2011,"['Nonfiction', 'Autobiography-Memoir', 'Biography', 'Audiobook', 'Biography-Autobiography', 'Biography Memoir', 'Adult', 'Humor', 'Culture-Film', 'Culture-Pop Culture']","[671, 548, 492, 263, 189, 87, 40, 29, 16, 16]",['Goodreads Choice Award Nominee for Memoir & Autobiography (2011)'],3.81,61435,5195,16257,24349,15276,3759,1794
A Charlie Brown Christmas,['Charles M. Schulz'],(Peanuts Holiday TV Specials),Turtleback Books,1965,"['Holiday-Christmas', 'Childrens', 'Childrens-Picture Books', 'Holiday']","[230, 93, 81, 53]",['No awards'],4.48,16425,264,11122,3025,1639,369,270
Deceptively Delicious: Simple Secrets to Get Your Kids Eating Good Food,['Jessica Seinfeld'],Standalone,Collins,2007,"['Food and Drink-Cookbooks', 'Food and Drink-Cooking', 'Nonfiction', 'Food and Drink-Food', 'Parenting', 'Health', 'Reference', 'Health-Nutrition', 'Childrens', 'Business-Amazon']","[354, 135, 96, 71, 31, 20, 16, 7, 6, 3]",['No awards'],3.41,19572,673,4431,4925,5965,2794,1457
Motivational Quotes to Help You Be More Positive,['Chris (Simpsons Artist)'],Standalone,Orion,2015,"['Humor', 'Nonfiction', 'Sequential Art-Graphic Novels', 'Sequential Art-Comics']","[3, 2, 1, 1]",['No awards'],4.44,114,10,74,27,6,3,4
Coco Pinchard's Big Fat Tipsy Wedding,['Robert Bryndza'],(Coco Pinchard #2),Team Bryndza Books,2013,"['Womens Fiction-Chick Lit', 'Romance', 'Fiction', 'Humor']","[43, 20, 17, 14]",['No awards'],3.84,2301,177,688,816,597,148,52
Viaţa elfilor,"['Muriel Barbery', ' Adrian Pătrușcă']",Standalone,Nemira,2015,"['Fantasy', 'Fiction', 'Cultural-France']","[112, 76, 14]",['No awards'],2.74,2572,499,217,434,824,665,432
Magical Thinking: True Stories,['Augusten Burroughs'],Standalone,Picador USA,2004,"['Nonfiction', 'Autobiography-Memoir', 'Humor', 'Short Stories']","[457, 448, 239, 151]",['No awards'],3.98,51013,1651,16812,19564,11885,2186,566
"Winter: A Berlin Family, 1899-1945",['Len Deighton'],(Bernard Samson #0),Harper,1987,"['Fiction', 'Historical-Historical Fiction', 'Spy Thriller-Espionage', 'Cultural-Germany', 'Thriller']","[75, 70, 18, 16, 14]",['No awards'],4.1,2216,140,828,902,391,75,20
This Alien Shore,['C.S. Friedman'],(Alien Shores #1),DAW,1998,"['Science Fiction', 'Fiction', 'Space-Space Opera']","[260, 52, 36]",['No awards'],4.05,3442,234,1247,1300,725,143,27
A Night Away,['Carrie Ann Ryan'],(Redwood Pack #2.5),Unknown,2012,"['Fantasy-Paranormal', 'Paranormal-Shapeshifters', 'Romance', 'Romance-Paranormal Romance', 'Shapeshifters-Werewolves']","[35, 24, 22, 16, 13]",['No awards'],4.1,1218,100,496,401,272,39,10
Krystal Steps: The Journey Begins,['D. S. Kuchman'],Standalone,America Star Books,2006,['No genre'],[0],['No awards'],5.0,1,0,1,0,0,0,0
The Wulver's Rose,['Hayden Wand'],Standalone,Rooglewood Press,2015,"['Fantasy', 'Fairy Tales-Beauty and The Beast', 'Romance', 'Fantasy-Fairy Tales', 'Fairy Tales-Fairy Tale Retellings']","[31, 14, 10, 9, 8]",['No awards'],3.82,201,24,58,69,57,14,3
The Fear of the Lord: Discover the Key to Intimately Knowing God,['John Bevere'],Standalone,Creation House,1997,"['Christian', 'Nonfiction', 'Christian-Christian Non Fiction', 'Spirituality', 'Christian-Christian Living']","[22, 8, 5, 5, 5]",['No awards'],4.48,1022,54,644,262,87,19,10
Area 51: An Uncensored History of America's Top Secret Military Base,['Annie Jacobsen'],Standalone,"Little, Brown and Company",2011,"['Nonfiction', 'History', 'Science', 'War-Military Fiction', 'Politics', 'Audiobook', 'War', 'Pseudoscience-Conspiracy Theories', 'North American Hi...-American History', 'Spy Thriller-Espionage']","[330, 263, 70, 57, 41, 35, 22, 21, 20, 14]",['Goodreads Choice Award Nominee for History & Biography (2011)'],3.77,6270,937,1570,2430,1685,455,130
Twelve Mighty Orphans: The Inspiring True Story of the Mighty Mites Who Ruled Texas Football,['Jim Dent'],Standalone,Thomas Dunne Books,2007,"['Nonfiction', 'Sports-Sports', 'History', 'Football', 'Biography']","[31, 27, 15, 7, 6]",['No awards'],4.28,1047,151,495,386,141,17,8
Real Ugly,['C.M. Stunich'],(Hard Rock Roots #1),Sarian Royal,2013,"['Romance', 'New Adult', 'Music', 'Contemporary']","[180, 154, 102, 66]",['No awards'],3.86,10098,946,3344,3503,2118,709,424
The Affluent Society,['John Kenneth Galbraith'],Standalone,Unknown,1958,"['Economics', 'Nonfiction', 'Politics', 'Philosophy', 'Sociology', 'History']","[401, 129, 60, 42, 29, 26]",['National Book Award Finalist for Nonfiction (1959)'],3.99,2391,131,832,909,493,114,43
My Best Friend's Ex,['Meghan Quinn'],(Binghamton #2),Unknown,2017,"['Romance', 'New Adult', 'Romance-Contemporary Romance', 'Contemporary']","[160, 85, 62, 52]",['No awards'],4.2,7857,1019,3604,2682,1196,259,116
"The Bloom County Library, Vol. 1: 1980-1982",['Berkeley Breathed'],(Bloom County: The Complete Library #1),"Idea & Design Works, LLC",2009,"['Sequential Art-Comics', 'Humor', 'Sequential Art-Graphic Novels', 'Fiction', 'Sequential Art-Comic Strips']","[98, 67, 28, 22, 17]",['Will Eisner Comic Industry Awards for Best Archival Collection (2010)'],4.36,2507,112,1425,697,286,53,46
Antes Que Anochezca,['Reinaldo Arenas'],Standalone,TusQuets,1992,"['Nonfiction', 'Autobiography-Memoir', 'LGBT', 'Biography']","[115, 101, 75, 61]",['No awards'],4.18,4658,403,1992,1744,712,167,43
Rant,['Chuck Palahniuk'],Standalone,Doubleday Books,2007,"['Fiction', 'Science Fiction', 'Horror']","[1102, 169, 141]",['No awards'],3.82,60831,2930,19359,19914,14417,5253,1888
Marcos Ramírez,['Carlos Luis Fallas'],Standalone,Editorial Costa Rica,1952,['No genre'],[0],['No awards'],4.21,430,23,215,131,53,21,10
The Perfect Mother,['Aimee Molloy'],Standalone,Harper,2018,"['Mystery', 'Thriller', 'Fiction', 'Thriller-Mystery Thriller', 'Audiobook', 'Suspense']","[454, 404, 370, 212, 159, 149]",['No awards'],3.54,45135,4734,6257,17591,16349,4031,907
French Kiss,['Sarra Manning'],(Diary of a Crush #1),Speak,2004,"['Young Adult', 'Romance', 'Womens Fiction-Chick Lit', 'Contemporary']","[100, 73, 27, 26]",['No awards'],3.72,2804,234,883,782,730,280,129
The Countess de Charny,['Alexandre Dumas'],(Mémoires d'un médecin #4),Classic Books Library,1853,"['Classics', 'Fiction', 'Cultural-France', 'Historical-Historical Fiction', 'Adventure', 'Novels', 'Literature', 'European History-French Revolution']","[15, 9, 8, 6, 3, 3, 2, 2]",['No awards'],3.99,290,16,97,114,62,12,5
Fated Mates,['Alicia Montgomery'],(True Mates #1),Eros Media,2016,"['Fantasy-Paranormal', 'Romance', 'Paranormal-Shapeshifters', 'Romance-Paranormal Romance']","[25, 15, 12, 12]",['No awards'],4.24,1143,160,573,334,187,37,12
Bridge My Way,['Zia Mahmood'],Standalone,Natco Pr,1992,"['Biography', 'Sports and Games-Games']","[2, 1]",['No awards'],4.53,30,2,18,10,2,0,0
CivilWarLand in Bad Decline,['George Saunders'],Standalone,Vintage,1996,"['Short Stories', 'Fiction', 'Humor', 'Science Fiction-Dystopia', 'Science Fiction']","[729, 529, 61, 54, 52]",['Tähtivaeltaja Award Nominee (2017)'],4.22,16890,1489,7344,6594,2399,441,112
Catching the Bad Guy,['Marie Astor'],(Janet Maple #2),Unknown,2013,"['Romance', 'Mystery', 'Romance-Romantic Suspense', 'Suspense', 'Mystery-Crime']","[16, 16, 5, 5, 4]",['No awards'],3.93,1077,103,355,391,249,69,13
Love at Last Sight,['Jordan Lynde'],Standalone,Wattpad,2012,"['Romance', 'Young Adult', 'Contemporary']","[14, 9, 5]",['No awards'],4.2,1000,50,481,313,151,36,19
The Ideological Origins of the American Revolution,['Bernard Bailyn'],Standalone,Belknap Press of Harvard University Press,1967,"['History', 'North American Hi...-American History', 'Military History-American Revolution', 'Nonfiction', 'Politics', 'Philosophy']","[277, 92, 56, 55, 49, 24]","['Pulitzer Prize for History (1968)', ' Bancroft Prize (1968)']",4.03,3839,89,1597,1181,751,213,97
Autobiography,['Morrissey'],Standalone,Penguin Books,2013,"['Music', 'Nonfiction', 'Biography', 'Biography-Autobiography', 'Autobiography-Memoir']","[357, 252, 190, 74, 72]",['No awards'],3.63,10799,1051,2709,3528,2938,1070,554
The Walk of the Spirit - The Walk of Power : The Vital Role of Praying in Tongues,['Dave Roberson'],Standalone,Dave Roberson Ministries,1999,"['Christian', 'Prayer', 'Spirituality']","[11, 3, 2]",['No awards'],4.44,563,64,383,92,60,10,18
We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,['Philip Gourevitch'],Standalone,Picador,1998,"['Nonfiction', 'History', 'Cultural-Africa', 'War', 'Politics', 'Eastern Africa-Rwanda', 'Autobiography-Memoir', 'Writing-Journalism', 'Historical', 'Biography']","[1215, 921, 568, 189, 159, 151, 59, 52, 46, 27]","['Guardian First Book Award (1999)', ' Helen Bernstein Book Award for Excellence in Journalism (1999)', ' Los Angeles Times Book Prize for Current Interest (1998)', ' PEN/Martha Albrand Award for First Nonfiction Writers (1999)', ' National Book Critics Circle Award for General Nonfiction (1998) Cornelius Ryan Award (1998)']",4.24,26945,1633,13064,9225,3359,744,553
Sweep in Peace,['Ilona Andrews'],(Innkeeper Chronicles #2),Unknown,2015,"['Fantasy-Urban Fantasy', 'Fantasy', 'Fantasy-Paranormal', 'Paranormal-Vampires', 'Fantasy-Magic', 'Science Fiction', 'Romance']","[1072, 1055, 476, 351, 336, 320, 263]",['No awards'],4.35,24252,1905,11979,9105,2789,323,56
Fixed stars: a novel,['Marcie Gallacher'],Standalone,Aspen Books,1998,"['Young Adult', 'Christian', 'Lds-Lds Fiction', 'Psychology', 'Medical']","[1, 1, 1, 1, 1]",['No awards'],3.67,24,2,6,7,9,1,1
Sharpe's Enemy,['Bernard Cornwell'],(Sharpe #15),Harper Collins Publishers,1984,"['Historical-Historical Fiction', 'Fiction', 'Historical', 'War', 'Adventure']","[464, 121, 72, 36, 32]",['No awards'],4.23,7442,169,3037,3209,1112,74,10
A Briefer History of Time,"['Stephen Hawking', ' Leonard Mlodinow']",Standalone,Bantam,2005,"['Science', 'Nonfiction', 'Science-Physics', 'History', 'Science-Astronomy']","[1302, 771, 262, 91, 60]",['No awards'],4.22,29718,1243,13187,11197,4354,689,291
The Hathaways Complete Series,['Lisa Kleypas'],(The Hathaways #1-5),St. Martin's Paperbacks,2013,"['Romance', 'Historical', 'Romance-Historical Romance', 'Historical-Regency']","[17, 16, 16, 4]",['No awards'],4.61,905,41,632,202,62,6,3
99 francs,['Frédéric Beigbeder'],(Octave Parango #1),Gallimard,2000,"['Fiction', 'Cultural-France', 'Contemporary', 'European Literature-French Literature']","[130, 91, 55, 33]",['Independent Foreign Fiction Prize Nominee for Shortlist (2003)'],3.57,12614,432,2853,4096,3614,1444,607
Toute ma vie,['Jay McInerney'],Standalone,Points,1988,"['Fiction', 'New York', 'Contemporary', 'Novels', 'Literature']","[86, 19, 15, 10, 10]",['No awards'],3.63,3224,192,696,1122,1023,295,88
Promise You Won't Tell?,['John  Locke'],Standalone,Telemachus Press,2012,"['Mystery', 'Young Adult', 'Mystery-Crime', 'Fiction']","[51, 23, 18, 17]",['No awards'],3.65,7563,467,2078,2306,2049,733,397
The 48 Laws of Power,"['Robert Greene', ' Joost Elffers']",Standalone,Penguin (Business),1998,"['Nonfiction', 'Business', 'Psychology', 'Self Help', 'Philosophy', 'History', 'Politics', 'Leadership', 'Self Help-Personal Development', 'Business-Management']","[1074, 858, 804, 594, 482, 304, 251, 218, 200, 86]",['No awards'],4.17,71894,3830,35135,21074,10504,3285,1896
Aftermath,['Peter Robinson'],(Inspector Banks #12),Pan Books (UK),2001,"['Mystery', 'Mystery-Crime', 'Fiction']","[160, 88, 65]",['No awards'],4.13,7043,328,2612,3031,1165,163,72
Women in Love,['D.H. Lawrence'],(Brangwen Family #2),Dover Publications,1920,"['Classics', 'Fiction', 'Literature', 'Romance', 'Novels', 'European Literature-British Literature', 'Literature-20th Century', 'Literature-English Literature', 'Literature-Banned Books', 'Classics-Classic Literature']","[864, 705, 154, 101, 76, 62, 57, 46, 45, 44]",['No awards'],3.67,28947,1052,7243,9775,8075,2753,1101
Firefight,['Brandon Sanderson'],(The Reckoners #2),Delacorte Press,2015,"['Fantasy', 'Young Adult', 'Science Fiction', 'Fiction', 'Science Fiction-Dystopia']","[2300, 1101, 834, 441, 433]",['Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2015)'],4.27,77997,5834,33969,32836,10010,1033,149
"Dogs: Bullets & Carnage, Vol. 1",['Shirow Miwa'],(Dogs: Bullets & Carnage),VIZ Media LLC,2006,"['Sequential Art-Manga', 'Sequential Art-Comics', 'Science Fiction', 'Manga-Seinen', 'Sequential Art-Graphic Novels']","[186, 17, 10, 10, 9]",['No awards'],4.13,978,28,429,313,183,41,12
Deadeye,['William C. Dietz'],(Mutant Files #1),Ace,2015,"['Science Fiction', 'Fantasy-Urban Fantasy', 'Fiction', 'Mystery']","[27, 11, 5, 5]",['No awards'],3.26,320,69,46,85,113,58,18
Emmy's Equal,['Marcia Gruver'],(Texas Fortunes Trilogy #3),Barbour Books,2009,"['Romance', 'Christian Fiction']","[7, 5]",['No awards'],3.62,78,36,17,29,21,7,4
کمونیسم رفت، ما ماندیم و حتی خندیدیÙ,"['Slavenka Drakulić', ' رویا رضوانی', ' خشایار دیهیمی']",Standalone,گمان,1991,"['Nonfiction', 'History', 'Autobiography-Memoir', 'Writing-Essays', 'Feminism', 'Biography']","[113, 100, 36, 27, 27, 23]",['No awards'],4.08,2847,430,1007,1213,503,103,21
Beowulf's Children,"['Larry Niven', ' Jerry Pournelle', ' Steven Barnes']",(Heorot #2),Tor Science Fiction,1995,"['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Horror', 'Adventure', 'Novels', 'Science Fiction-Hard Science Fiction', 'Space-Space Opera', 'Space']","[180, 39, 9, 9, 6, 4, 4, 2, 2, 2]",['No awards'],3.76,3419,92,788,1344,1010,244,33
The Hill of Dreams,['Arthur Machen'],Standalone,Borgo Press,1907,"['Horror', 'Fantasy', 'Fiction', 'Classics', 'Fantasy-Weird Fiction', 'Gothic']","[51, 34, 33, 20, 15, 10]",['No awards'],3.9,860,102,315,259,190,73,23
Impulse,['Moira Rogers'],(Southern Arcana #5),"Samhain Publishing, Ltd.",2012,"['Fantasy-Paranormal', 'Romance-Paranormal Romance', 'Romance', 'Fantasy-Urban Fantasy', 'Paranormal-Shapeshifters']","[53, 39, 31, 15, 14]",['No awards'],4.01,808,93,249,351,179,26,3
The Ethics of Ambiguity,"['Simone de Beauvoir', ' Bernard Frechtman']",Standalone,Citadel,1947,"['Philosophy', 'Nonfiction', 'Feminism', 'Classics', 'Cultural-France']","[757, 169, 68, 46, 38]",['No awards'],4.16,4734,204,1995,1773,749,154,63
Touch of Enchantment,['Teresa Medeiros'],(Lennox Family Magic #2),Bantam,1997,"['Romance', 'Romance-Historical Romance', 'Science Fiction-Time Travel', 'Historical', 'Fantasy', 'Romance-Paranormal Romance', 'Fantasy-Paranormal']","[154, 95, 92, 41, 34, 30, 26]",['No awards'],3.99,2210,96,772,813,482,113,30
Blood Music,['Greg Bear'],Standalone,iBooks,1985,"['Science Fiction', 'Fiction']","[668, 186]","['Hugo Award Nominee for Best Novel (1986)', ' Nebula Award Nominee for Best Novel (1985)', ' British Science Fiction Association Award Nominee for Best Novel (1986)', ' John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (1986)', ' Prix Tour-Apollo Award (1986) Tähtivaeltaja Award (1988)']",3.81,10511,529,2768,4031,2846,713,153
The Buddhas of Borneo,['Stuart Ayris'],Standalone,Beaten Track Publishing,2013,['Fantasy'],[2],['No awards'],4.35,26,11,16,5,4,0,1
A Date With Angel: And Other Things That Weren't Supposed To Happen,['J. Judkins'],(Kim and Angel  #1),Unknown,2015,"['Romance', 'Science Fiction', 'GLBT-Lesbian', 'Humor', 'Fantasy', 'LGBT', 'Romance-Lesbian Romance']","[20, 17, 14, 13, 11, 10, 10]",['No awards'],3.82,450,72,147,149,95,42,17
The Doldrums,['Nicholas Gannon'],(The Doldrums #1),Greenwillow Books,2015,"['Childrens-Middle Grade', 'Adventure', 'Fantasy', 'Childrens', 'Fiction']","[136, 68, 56, 48, 48]","[""Dorothy Canfield Fisher Children's Book Award Nominee (2017)""]",3.82,2318,467,641,879,589,161,48
Dangerous Games,['Lora Leigh'],(Tempting SEALs #2),St. Martin's,2006,"['Romance', 'Romance-Romantic Suspense', 'Adult Fiction-Erotica', 'War-Military Fiction', 'Romance-Contemporary Romance']","[203, 160, 93, 80, 75]",['No awards'],4.17,8562,316,3767,3030,1346,311,108
Driven,['Robert J. Crane'],(Out of the Box #20),Ostiagard Press,2018,['No genre'],[0],['No awards'],4.52,677,31,441,164,61,7,4
Empire of Light,['Gary Gibson'],(The Shoal Sequence #3),Pan Macmillan,2010,"['Science Fiction', 'Fiction', 'Space-Space Opera']","[88, 20, 14]",['No awards'],3.76,1467,50,291,648,436,76,16
We Are All Made of Stars,['Rowan Coleman'],Standalone,Ebury Press (Fiction),2015,"['Fiction', 'Romance', 'Contemporary', 'Womens Fiction-Chick Lit']","[85, 42, 41, 34]",['No awards'],4.06,5236,894,1820,2167,1024,174,51
A Dance Through Time,['Lynn Kurland'],(MacLeod #1),Berkley Publishing,1996,"['Science Fiction-Time Travel', 'Romance', 'Romance-Historical Romance', 'Historical', 'Fantasy', 'Romance-Time Travel Romance', 'Historical-Historical Fiction']","[274, 242, 143, 89, 59, 48, 41]",['No awards'],4.17,5154,256,2434,1596,796,235,93
Moments of Truth,['Jan Carlzon'],Standalone,Harper Business,1985,"['Business', 'Nonfiction', 'Business-Management', 'Biography']","[26, 11, 6, 5]",['No awards'],4.09,464,27,187,166,79,28,4
Bertie's Book of Spooky Wonders,['Ocelot Emerson'],Standalone,Tantrum Books,2019,"['Childrens-Middle Grade', 'Fantasy', 'Young Adult', 'Thriller-Mystery Thriller', 'Fantasy-Supernatural']","[2, 2, 1, 1, 1]",['No awards'],5.0,4,2,4,0,0,0,0
